,0,link,long,la
72,云台小区,https://shanghai.anjuke.com/community/view/98633,31.187561,121.505749
73,保利西子湾,https://shanghai.anjuke.com/community/view/13724,31.066918,121.241301
74,上海奥林匹克花园(北区),https://shanghai.anjuke.com/community/view/13422,31.156912,121.331401
75,徐汇江南新村,https://shanghai.anjuke.com/community/view/11715,31.198412,121.469298
76,金海华城永华苑,https://shanghai.anjuke.com/community/view/866579,31.276301,121.689743
77,和源馨苑(东区),https://shanghai.anjuke.com/community/view/865370,31.253741,121.472363
78,中鹰黑森林(中环凯旋宫),https://shanghai.anjuke.com/community/view/820671,31.275512,121.415654
79,融创滨江壹号院,https://shanghai.anjuke.com/community/view/818815,31.20427,121.491527
80,仁恒西郊花园,https://shanghai.anjuke.com/community/view/654311,31.187522,121.264727
81,招商海德名门(公寓),https://shanghai.anjuke.com/community/view/606712,31.398683,121.427106
82,远洋香奈,https://shanghai.anjuke.com/community/view/379637,31.399843,121.436742
83,绿城黄浦湾,https://shanghai.anjuke.com/community/view/200918,31.223782,121.51053
84,星河湾,https://shanghai.anjuke.com/community/view/200907,31.198809,121.542355
85,山阴路新里洋房,https://shanghai.anjuke.com/community/view/130564,31.272942,121.491419
86,汇豪天下,https://shanghai.anjuke.com/community/view/81804,31.233372,121.516334
87,皇都花园(公寓),https://shanghai.anjuke.com/community/view/7620,31.141802,121.374077
88,中环锦园,https://shanghai.anjuke.com/community/view/4794,31.275184,121.418592
89,华侨城苏河湾(公寓),https://shanghai.anjuke.com/community/view/876799,31.248287,121.488069
90,申金大厦,https://shanghai.anjuke.com/community/view/866771,31.234933,121.51706
91,华钜御庭(二期公寓),https://shanghai.anjuke.com/community/view/818342,31.061909,121.781179
92,万科假日风景,https://shanghai.anjuke.com/community/view/817286,31.110778,121.410183
93,好世凤翔苑,https://shanghai.anjuke.com/community/view/642065,31.291498,121.329343
94,创业家园,https://shanghai.anjuke.com/community/view/237995,31.265767,121.341494
95,华润外滩九里,https://shanghai.anjuke.com/community/view/211711,31.225069,121.510817
96,万科金色城市,https://shanghai.anjuke.com/community/view/85230,31.167212,121.578734
97,海湾艺墅三期(别墅),https://shanghai.anjuke.com/community/view/8067,30.82945,121.532363
98,好世凤凰城,https://shanghai.anjuke.com/community/view/6481,31.098761,121.398257
99,静安丽舍(北区),https://shanghai.anjuke.com/community/view/4183,31.233036,121.436758
100,怡桂苑,https://shanghai.anjuke.com/community/view/1427,31.182251,121.42253
101,滴水湖馨苑,https://shanghai.anjuke.com/community/view/1026165,30.90243,121.918067
102,上南花苑(三期),https://shanghai.anjuke.com/community/view/1025895,31.186466,121.510807
103,乾景雅园(别墅),https://shanghai.anjuke.com/community/view/875342,31.192454,121.554019
104,徐泾北城馨浦苑(东区),https://shanghai.anjuke.com/community/view/866207,31.185555,121.246484
105,花木绿城锦绣兰庭,https://shanghai.anjuke.com/community/view/791621,31.209794,121.552405
106,地产尚海郦景,https://shanghai.anjuke.com/community/view/781047,31.246286,121.542108
107,恒大御景湾,https://shanghai.anjuke.com/community/view/762507,31.324498,121.286501
108,粤绣名邸,https://shanghai.anjuke.com/community/view/626495,31.308121,121.467781
109,康桥半岛城中花园,https://shanghai.anjuke.com/community/view/615595,31.137625,121.584429
110,星颂家园,https://shanghai.anjuke.com/community/view/471134,31.281911,121.681865
111,浦发御园,https://shanghai.anjuke.com/community/view/370266,31.153149,121.541175
112,紫竹半岛,https://shanghai.anjuke.com/community/view/370178,31.032618,121.473202
113,凯旋花园,https://shanghai.anjuke.com/community/view/291446,31.276255,121.412886
114,印象春城,https://shanghai.anjuke.com/community/view/189926,31.121976,121.59636
115,九城湖滨,https://shanghai.anjuke.com/community/view/8216,31.155889,121.325432
116,新南家园,https://shanghai.anjuke.com/community/view/8021,30.998925,121.452048
117,美丽星城,https://shanghai.anjuke.com/community/view/7720,31.139541,121.33402
118,东港公寓,https://shanghai.anjuke.com/community/view/6079,31.223658,121.525103
119,静安别墅,https://shanghai.anjuke.com/community/view/3056,31.234838,121.464466
120,泰欣嘉园,https://shanghai.anjuke.com/community/view/1552,31.253337,121.439187
121,华丽家族古北花园,https://shanghai.anjuke.com/community/view/857,31.199509,121.41015
122,半岛花园,https://shanghai.anjuke.com/community/view/773,31.252037,121.441272
123,御翠园,https://shanghai.anjuke.com/community/view/150,31.223849,121.573489
124,四方花苑,https://shanghai.anjuke.com/community/view/1025876,31.433759,121.35044
125,尚汇豪庭,https://shanghai.anjuke.com/community/view/1025859,31.186864,121.434054
126,馨佳园六街坊,https://shanghai.anjuke.com/community/view/990066,31.369248,121.376296
127,佘山天地休闲广场,https://shanghai.anjuke.com/community/view/945065,31.106102,121.191501
128,旭辉浦江国际,https://shanghai.anjuke.com/community/view/944208,31.083191,121.521627
129,天津路179弄小区,https://shanghai.anjuke.com/community/view/924801,31.243644,121.489671
130,恒盛豪庭,https://shanghai.anjuke.com/community/view/876788,31.330152,121.476483
131,虹桥豪苑,https://shanghai.anjuke.com/community/view/868270,31.213105,121.416053
132,同福祥湾,https://shanghai.anjuke.com/community/view/820416,31.03545,121.266366
133,陈坊新苑,https://shanghai.anjuke.com/community/view/800044,31.109917,121.186846
134,金地自在城(二期),https://shanghai.anjuke.com/community/view/787013,31.130063,121.257367
135,新崇南路小区,https://shanghai.anjuke.com/community/view/651724,31.625008,121.406708
136,保利ONE56,https://shanghai.anjuke.com/community/view/626043,31.225028,121.519075
137,晶杰苑,https://shanghai.anjuke.com/community/view/580019,31.138963,121.401242
138,万科海上传奇,https://shanghai.anjuke.com/community/view/537363,31.164059,121.574179
139,象屿鼎城(公寓),https://shanghai.anjuke.com/community/view/405732,31.193408,121.692255
140,大宁瑞仕花园,https://shanghai.anjuke.com/community/view/370209,31.274059,121.452965
141,莱茵北郡,https://shanghai.anjuke.com/community/view/261404,31.283791,121.220531
142,新天地河滨花园,https://shanghai.anjuke.com/community/view/242259,31.222918,121.403924
143,森林公馆(东区),https://shanghai.anjuke.com/community/view/240879,31.316534,121.324469
144,盘古天地(东区),https://shanghai.anjuke.com/community/view/217244,31.345846,121.253565
145,仁恒怡庭,https://shanghai.anjuke.com/community/view/215475,31.333424,121.519243
146,天台别韵,https://shanghai.anjuke.com/community/view/209842,31.126784,121.558564
147,大华水岸蓝桥,https://shanghai.anjuke.com/community/view/204639,31.280711,121.415103
148,太阳都市花园(南区),https://shanghai.anjuke.com/community/view/116960,31.228569,121.495034
149,贝尚湾,https://shanghai.anjuke.com/community/view/12282,31.153764,121.325463
150,亭汇花苑,https://shanghai.anjuke.com/community/view/8504,31.144645,121.322052
151,美林小城,https://shanghai.anjuke.com/community/view/7747,31.121493,121.572633
152,艺泰安邦花园,https://shanghai.anjuke.com/community/view/7715,31.066885,121.715097
153,远中风华园(公寓),https://shanghai.anjuke.com/community/view/3629,31.240604,121.462
154,菊园,https://shanghai.anjuke.com/community/view/12,31.233983,121.520022
155,嘉华苑,https://shanghai.anjuke.com/community/view/1026046,31.274495,121.424163
156,浦发绿城,https://shanghai.anjuke.com/community/view/1025933,31.151256,121.548708
157,幸运福邸,https://shanghai.anjuke.com/community/view/1025751,31.21889,121.492828
158,徐泾北城馨浦苑(北区),https://shanghai.anjuke.com/community/view/866208,31.184858,121.245177
159,兰棠佳苑,https://shanghai.anjuke.com/community/view/865459,31.316921,121.154425
160,和瑞雅苑,https://shanghai.anjuke.com/community/view/865123,31.272698,121.544032
161,宜浩欧景,https://shanghai.anjuke.com/community/view/821046,30.919617,121.923675
162,文怡苑(二期),https://shanghai.anjuke.com/community/view/820812,31.147743,121.609679
163,万科城市花园,https://shanghai.anjuke.com/community/view/820591,31.164768,121.349551
164,万乐城,https://shanghai.anjuke.com/community/view/766305,31.044647,121.452066
165,宝沁苑,https://shanghai.anjuke.com/community/view/727362,31.361955,121.38086
166,盛华景苑,https://shanghai.anjuke.com/community/view/606230,31.114787,121.464105
167,浦江坤庭璞御(公寓),https://shanghai.anjuke.com/community/view/447885,31.098187,121.49835
168,绿地清猗园(三期),https://shanghai.anjuke.com/community/view/405725,31.302795,121.323663
169,柘林海韵馨苑,https://shanghai.anjuke.com/community/view/232017,30.84347,121.494703
170,金梅雅苑,https://shanghai.anjuke.com/community/view/211335,31.059046,121.766021
171,翠湖天地嘉苑,https://shanghai.anjuke.com/community/view/114067,31.223485,121.482307
172,银良公寓,https://shanghai.anjuke.com/community/view/13954,31.210591,121.555719
173,绿洲康城亲水湾,https://shanghai.anjuke.com/community/view/11159,31.158304,121.590339
174,安亭雅苑,https://shanghai.anjuke.com/community/view/8855,31.302654,121.160983
175,绿地康桥新苑,https://shanghai.anjuke.com/community/view/7712,31.144438,121.57287
176,上海欣苑西班牙名园,https://shanghai.anjuke.com/community/view/6398,31.135399,121.410801
177,清涧三街坊,https://shanghai.anjuke.com/community/view/4308,31.267111,121.393108
178,名江七星城,https://shanghai.anjuke.com/community/view/4208,31.257287,121.501485
179,珠江香樟南园,https://shanghai.anjuke.com/community/view/3561,31.276758,121.550495
180,万科新里程,https://shanghai.anjuke.com/community/view/2099,31.165864,121.536632
181,永新世纪永新城,https://shanghai.anjuke.com/community/view/2024,31.198849,121.45008
182,大华清水湾花园,https://shanghai.anjuke.com/community/view/958,31.233681,121.4202
183,华府天地,https://shanghai.anjuke.com/community/view/470,31.224828,121.480339
184,环球翡翠湾花园,https://shanghai.anjuke.com/community/view/87,31.159622,121.5389
185,澳丽花苑,https://shanghai.anjuke.com/community/view/42,31.213139,121.524887
186,滨江兰庭,https://shanghai.anjuke.com/community/view/24,31.226098,121.522807
187,上南花城,https://shanghai.anjuke.com/community/view/1025894,31.184009,121.498359
188,龙潭小区,https://shanghai.anjuke.com/community/view/990412,31.280672,121.432968
189,禹州金桥国际,https://shanghai.anjuke.com/community/view/911097,31.26195,121.619847
190,双秀西园B区,https://shanghai.anjuke.com/community/view/819711,31.127118,121.567971
191,华侨城苏河湾(别墅),https://shanghai.anjuke.com/community/view/730473,31.248256,121.482086
192,绿地峰尚汇,https://shanghai.anjuke.com/community/view/620476,31.08571,121.517222
193,鹤沙航城汇贤雅苑,https://shanghai.anjuke.com/community/view/619185,31.077689,121.611335
194,宛平88,https://shanghai.anjuke.com/community/view/617730,31.201453,121.451082
195,万科翡翠滨江(一期),https://shanghai.anjuke.com/community/view/612944,31.250202,121.543602
196,保利西岸,https://shanghai.anjuke.com/community/view/608142,31.186448,121.462416
197,锦绣逸庭(公寓),https://shanghai.anjuke.com/community/view/585088,31.175199,121.267417
198,中海瀛台(二期),https://shanghai.anjuke.com/community/view/426408,31.144678,121.460289
199,中虹家园,https://shanghai.anjuke.com/community/view/372121,31.288966,121.679509
200,绿地金山名邸,https://shanghai.anjuke.com/community/view/312315,30.763846,121.350152
201,广润苑,https://shanghai.anjuke.com/community/view/310615,31.090358,121.42617
202,智汇园,https://shanghai.anjuke.com/community/view/200897,31.082961,121.526648
203,卫乐园,https://shanghai.anjuke.com/community/view/126896,31.211866,121.441892
204,千鹤小区,https://shanghai.anjuke.com/community/view/82851,31.184776,121.425992
205,严家花园,https://shanghai.anjuke.com/community/view/17217,31.227071,121.442455
206,金桥湾清水苑(一期),https://shanghai.anjuke.com/community/view/11620,31.26656,121.601136
207,瑞虹新城(一期),https://shanghai.anjuke.com/community/view/4362,31.269003,121.502006
208,新江湾城雍景苑,https://shanghai.anjuke.com/community/view/4216,31.339137,121.529835
209,新外滩花苑,https://shanghai.anjuke.com/community/view/4138,31.255884,121.511582
210,国富苑,https://shanghai.anjuke.com/community/view/3669,31.286311,121.53867
211,城市名园,https://shanghai.anjuke.com/community/view/3537,31.337235,121.545733
212,林绿家园,https://shanghai.anjuke.com/community/view/3239,31.296312,121.519458
213,体育公寓,https://shanghai.anjuke.com/community/view/2371,31.180459,121.43532
214,金桥瑞仕花园,https://shanghai.anjuke.com/community/view/616,31.261639,121.582668
215,碧云花园,https://shanghai.anjuke.com/community/view/265,31.248061,121.592011
216,天山河畔花园,https://shanghai.anjuke.com/community/view/146,31.221614,121.3977
217,江桥佳苑,https://shanghai.anjuke.com/community/view/1026055,31.262316,121.350448
218,金地世家,https://shanghai.anjuke.com/community/view/915058,31.332367,121.266318
219,仁恒公园世纪,https://shanghai.anjuke.com/community/view/877175,31.215162,121.540364
220,裕鸿佳苑,https://shanghai.anjuke.com/community/view/876620,31.523651,121.851666
221,中冶祥腾菁英尚都,https://shanghai.anjuke.com/community/view/876554,31.294199,121.330032
222,南郊一品,https://shanghai.anjuke.com/community/view/868536,30.930881,121.498621
223,胜悦嘉苑(西苑),https://shanghai.anjuke.com/community/view/863596,31.377767,121.233061
224,檀宫,https://shanghai.anjuke.com/community/view/820122,31.208406,121.380486
225,绿地天呈,https://shanghai.anjuke.com/community/view/819625,31.402737,121.246945
226,静安枫景苑,https://shanghai.anjuke.com/community/view/816132,31.237165,121.453479
227,恒大佘山首府,https://shanghai.anjuke.com/community/view/791710,31.134893,121.225869
228,依水园(一期),https://shanghai.anjuke.com/community/view/761430,31.128425,121.51641
229,翠谷小区,https://shanghai.anjuke.com/community/view/659525,31.105785,121.185867
230,保利佳苑,https://shanghai.anjuke.com/community/view/659294,31.025743,121.385906
231,保利艾庐,https://shanghai.anjuke.com/community/view/659267,31.10417,121.648249
232,中海万锦城二期,https://shanghai.anjuke.com/community/view/658162,31.25551,121.467254
233,阳光城愉景湾,https://shanghai.anjuke.com/community/view/630843,31.182825,121.709898
234,鹤沙航城汇善嘉苑,https://shanghai.anjuke.com/community/view/619184,31.084481,121.61568
235,新凯家园(一期),https://shanghai.anjuke.com/community/view/605463,31.110387,121.241083
236,长泰公馆(公寓),https://shanghai.anjuke.com/community/view/578086,31.032689,121.596301
237,中建溪岸澜庭,https://shanghai.anjuke.com/community/view/546611,31.314248,121.306913
238,明华一村,https://shanghai.anjuke.com/community/view/457805,31.678373,121.545951
239,金沙缘圆宝邸,https://shanghai.anjuke.com/community/view/422131,31.248551,121.324789
240,西上海君廷,https://shanghai.anjuke.com/community/view/405382,31.292808,121.212294
241,绿岛江湾城,https://shanghai.anjuke.com/community/view/370258,31.788766,121.429434
242,国定路140弄小区,https://shanghai.anjuke.com/community/view/359595,31.300796,121.521467
243,九龙仓玺园(公寓),https://shanghai.anjuke.com/community/view/223242,31.333786,121.51499
244,滨江晶典,https://shanghai.anjuke.com/community/view/211157,31.266615,121.534065
245,御景龙庭,https://shanghai.anjuke.com/community/view/210670,30.738153,121.329041
246,同润山河小城,https://shanghai.anjuke.com/community/view/189894,31.113295,121.259162
247,品尊国际公寓,https://shanghai.anjuke.com/community/view/189875,31.264001,121.426022
248,通河八村,https://shanghai.anjuke.com/community/view/182859,31.336141,121.454193
249,华润置地橡树湾(公寓),https://shanghai.anjuke.com/community/view/148711,31.345169,121.526562
250,金地未未来,https://shanghai.anjuke.com/community/view/120217,31.31268,121.594133
251,御翠豪庭,https://shanghai.anjuke.com/community/view/16655,31.202586,121.406458
252,大宅风范城,https://shanghai.anjuke.com/community/view/16027,31.250536,121.331852
253,华欣苑,https://shanghai.anjuke.com/community/view/14122,31.287221,121.423694
254,阳光威尼斯二期,https://shanghai.anjuke.com/community/view/11949,31.266988,121.370481
255,绿洲新村,https://shanghai.anjuke.com/community/view/9054,31.37663,121.264275
256,石化十二村,https://shanghai.anjuke.com/community/view/8433,30.714564,121.353089
257,清风别墅,https://shanghai.anjuke.com/community/view/8292,30.748722,121.339036
258,天台星城,https://shanghai.anjuke.com/community/view/7718,31.12605,121.555918
259,金恒小区,https://shanghai.anjuke.com/community/view/5968,31.190532,121.543446
260,巴黎之春,https://shanghai.anjuke.com/community/view/4789,31.271461,121.41341
261,民主花园,https://shanghai.anjuke.com/community/view/4756,31.324346,121.455483
262,三和花园,https://shanghai.anjuke.com/community/view/4254,31.23481,121.446549
263,鼎盛公寓,https://shanghai.anjuke.com/community/view/3989,31.291941,121.512729
264,合生江湾国际公寓,https://shanghai.anjuke.com/community/view/3270,31.342801,121.522921
265,中星海上名庭(一期),https://shanghai.anjuke.com/community/view/2999,31.24733,121.396862
266,上海家园,https://shanghai.anjuke.com/community/view/2886,31.265111,121.397749
267,歌林春天馨园,https://shanghai.anjuke.com/community/view/2625,31.278582,121.449535
268,鹏欣绿苑,https://shanghai.anjuke.com/community/view/2585,31.278639,121.592231
269,白玉新村,https://shanghai.anjuke.com/community/view/1581,31.238909,121.422011
270,幸福小镇明丰绿都,https://shanghai.anjuke.com/community/view/1109,31.30621,121.615737
271,胡姬花园,https://shanghai.anjuke.com/community/view/389,31.213733,121.593234
272,大华朗香花园,https://shanghai.anjuke.com/community/view/1026816,31.325332,121.387549
273,虹桥中园,https://shanghai.anjuke.com/community/view/1026090,31.20059,121.374907
274,新凯家园(二期),https://shanghai.anjuke.com/community/view/1025772,31.110933,121.243551
275,东泉苑小区,https://shanghai.anjuke.com/community/view/990469,31.276375,121.437972
276,露香园,https://shanghai.anjuke.com/community/view/944580,31.231962,121.491005
277,珠江悦公馆,https://shanghai.anjuke.com/community/view/868533,31.157123,121.238873
278,依水园(二期),https://shanghai.anjuke.com/community/view/866842,31.127401,121.515708
279,上海奥林匹克花园(南区),https://shanghai.anjuke.com/community/view/865775,31.153726,121.333513
280,古北菊翔苑(北区),https://shanghai.anjuke.com/community/view/865421,31.352748,121.369746
281,经纬学士逸居,https://shanghai.anjuke.com/community/view/861228,31.330622,121.411467
282,张江名流豪庭,https://shanghai.anjuke.com/community/view/820261,31.22275,121.65313
283,马陆新村,https://shanghai.anjuke.com/community/view/819707,31.334285,121.284965
284,华山路241弄小区,https://shanghai.anjuke.com/community/view/818466,31.226246,121.45265
285,大上海国际花园雅典园,https://shanghai.anjuke.com/community/view/817409,31.168645,121.384476
286,绿都绣云里,https://shanghai.anjuke.com/community/view/804414,31.11505,121.717256
287,远洋万和四季,https://shanghai.anjuke.com/community/view/782641,31.06821,121.79264
288,象屿上海年华,https://shanghai.anjuke.com/community/view/778408,31.079506,121.345945
289,佳翔苑,https://shanghai.anjuke.com/community/view/762488,31.406853,121.343966
290,泛海国际住区,https://shanghai.anjuke.com/community/view/729105,31.22349,121.50569
291,鸣欣苑,https://shanghai.anjuke.com/community/view/658944,31.068734,121.527159
292,海上国际,https://shanghai.anjuke.com/community/view/651381,31.278907,121.516806
293,象屿大宁悦府,https://shanghai.anjuke.com/community/view/649920,31.302101,121.467873
294,荣和怡景园,https://shanghai.anjuke.com/community/view/641872,31.281763,121.395171
295,华悦家园,https://shanghai.anjuke.com/community/view/635234,31.171996,121.417558
296,汇福家园吉祥里,https://shanghai.anjuke.com/community/view/621021,31.097995,121.604681
297,安居锦竹苑,https://shanghai.anjuke.com/community/view/599318,31.296206,121.354833
298,绿地崴廉公寓,https://shanghai.anjuke.com/community/view/575186,31.295972,121.619139
299,合生时代锦苑(合生前滩1号),https://shanghai.anjuke.com/community/view/571615,31.156491,121.495928
300,雅戈尔长风8号,https://shanghai.anjuke.com/community/view/571379,31.235814,121.393493
301,泉东二小区,https://shanghai.anjuke.com/community/view/550985,31.231541,121.527127
302,文翔公馆,https://shanghai.anjuke.com/community/view/544466,31.049359,121.19747
303,水产村,https://shanghai.anjuke.com/community/view/504458,31.306398,121.163216
304,天之骄子创业公寓,https://shanghai.anjuke.com/community/view/370139,31.220548,121.634355
305,万科尚景苑(西区公寓),https://shanghai.anjuke.com/community/view/343581,31.208177,121.192912
306,绿地新江桥城(东区),https://shanghai.anjuke.com/community/view/287762,31.243662,121.317754
307,锦绣华都,https://shanghai.anjuke.com/community/view/219208,31.161016,121.587832
308,新虹桥雅苑,https://shanghai.anjuke.com/community/view/200884,31.182798,121.317075
309,瑞虹新城二期优贤生活,https://shanghai.anjuke.com/community/view/169327,31.267788,121.505533
310,君莲新城中城苑,https://shanghai.anjuke.com/community/view/130260,31.08844,121.426733
311,南昌路新式里弄,https://shanghai.anjuke.com/community/view/126470,31.22263,121.469235
312,汇川路10弄小区,https://shanghai.anjuke.com/community/view/114696,31.221524,121.423883
313,万里双子座,https://shanghai.anjuke.com/community/view/81674,31.269069,121.413959
314,大华铂金华府,https://shanghai.anjuke.com/community/view/17488,31.280932,121.41782
315,江苏路499弄小区,https://shanghai.anjuke.com/community/view/17330,31.223222,121.439138
316,海尚康庭,https://shanghai.anjuke.com/community/view/14852,31.132774,121.606158
317,好日子大家园B区,https://shanghai.anjuke.com/community/view/12587,31.357059,121.367589
318,控江路1197弄小区,https://shanghai.anjuke.com/community/view/12030,31.283223,121.533296
319,泰晤士小镇(别墅),https://shanghai.anjuke.com/community/view/8094,31.039955,121.203996
320,绿地南桥新苑,https://shanghai.anjuke.com/community/view/8074,30.93534,121.473137
321,淞南十村,https://shanghai.anjuke.com/community/view/7760,31.339845,121.479176
322,皋兰路9号小区,https://shanghai.anjuke.com/community/view/7525,31.223027,121.47301
323,新大陆小区,https://shanghai.anjuke.com/community/view/6541,31.27617,121.491928
324,江南星城叠翠江南,https://shanghai.anjuke.com/community/view/6405,31.141332,121.391532
325,奥玎宫廷别墅,https://shanghai.anjuke.com/community/view/6302,31.186908,121.393527
326,佳泰花园,https://shanghai.anjuke.com/community/view/3820,31.305245,121.536428
327,东方曼哈顿世纪豪庭,https://shanghai.anjuke.com/community/view/2145,31.197606,121.439723
328,广洋华景苑,https://shanghai.anjuke.com/community/view/2105,31.248269,121.566161
329,盛大花园,https://shanghai.anjuke.com/community/view/1808,31.184013,121.460881
330,岐山村,https://shanghai.anjuke.com/community/view/1318,31.225241,121.435964
331,莱诗邸,https://shanghai.anjuke.com/community/view/1302,31.196153,121.446604
332,虹桥怡景苑,https://shanghai.anjuke.com/community/view/1215,31.212053,121.380528
333,华松小区(西区),https://shanghai.anjuke.com/community/view/842,31.21618,121.364468
334,银杏家园(北区),https://shanghai.anjuke.com/community/view/599,31.210419,121.482031
