,0,link,long,la
128,中房樱桃苑,https://shanghai.anjuke.com/community/view/2106,31.154227,121.531687
129,胡姬花园,https://shanghai.anjuke.com/community/view/389,31.213733,121.593234
130,碧云东方公寓,https://shanghai.anjuke.com/community/view/207,31.24852,121.596733
131,东方城市公寓,https://shanghai.anjuke.com/community/view/175,31.252142,121.552486
132,龙阳花苑,https://shanghai.anjuke.com/community/view/114,31.205112,121.524088
133,仁恒河滨城(一期),https://shanghai.anjuke.com/community/view/106,31.234035,121.573268
134,俐马花园,https://shanghai.anjuke.com/community/view/105,31.239615,121.58792
135,翰城国际,https://shanghai.anjuke.com/community/view/93,31.160685,121.516412
136,上南九村,https://shanghai.anjuke.com/community/view/990133,31.175806,121.504745
137,万科金域澜湾,https://shanghai.anjuke.com/community/view/944548,30.921373,121.930474
138,万科海上传奇(三期),https://shanghai.anjuke.com/community/view/877186,31.164464,121.573443
139,金桥商务公寓,https://shanghai.anjuke.com/community/view/877059,31.25454,121.606053
140,阳光城MODO,https://shanghai.anjuke.com/community/view/868538,31.219795,121.663388
141,士韵家园(二期),https://shanghai.anjuke.com/community/view/866777,31.130513,121.503715
142,新高苑春园,https://shanghai.anjuke.com/community/view/821236,31.297726,121.626458
143,尚东国际名园(二期),https://shanghai.anjuke.com/community/view/819432,31.16763,121.518043
144,金源商住大厦,https://shanghai.anjuke.com/community/view/818212,31.278283,121.603284
145,华府188,https://shanghai.anjuke.com/community/view/656633,31.187778,121.705499
146,颐谷南苑,https://shanghai.anjuke.com/community/view/637263,31.104188,121.608635
147,鹤沙航城东茗苑(中区),https://shanghai.anjuke.com/community/view/570172,31.080578,121.608824
148,大唐盛世花园(二期),https://shanghai.anjuke.com/community/view/565241,31.215327,121.565505
149,浦东新世纪花苑(三期),https://shanghai.anjuke.com/community/view/565059,31.178414,121.485962
150,城市经典高迪,https://shanghai.anjuke.com/community/view/491808,31.2193,121.624676
151,逸翠公馆,https://shanghai.anjuke.com/community/view/370134,31.186949,121.519332
152,万科五玠坊,https://shanghai.anjuke.com/community/view/370121,31.162123,121.523161
153,雪野家园,https://shanghai.anjuke.com/community/view/6030,31.189339,121.506726
154,市政大楼,https://shanghai.anjuke.com/community/view/5674,31.238829,121.530682
155,清溪苑,https://shanghai.anjuke.com/community/view/2522,31.349249,121.579686
156,源城锦苑,https://shanghai.anjuke.com/community/view/1009,31.155493,121.505248
157,荣城花苑,https://shanghai.anjuke.com/community/view/370,31.248041,121.524212
158,怡东花园(别墅),https://shanghai.anjuke.com/community/view/241,31.209463,121.5335
159,仁恒滨江园(三期),https://shanghai.anjuke.com/community/view/13,31.235671,121.516649
160,东方鸿璟,https://shanghai.anjuke.com/community/view/1026819,31.106412,121.767181
161,海桐苑,https://shanghai.anjuke.com/community/view/1026108,31.2123,121.557426
162,汇丽苑,https://shanghai.anjuke.com/community/view/1026075,31.131788,121.593393
163,鹏丰苑,https://shanghai.anjuke.com/community/view/1025927,31.177006,121.56227
164,兴业嘉园,https://shanghai.anjuke.com/community/view/1025788,31.228589,121.5391
165,金杨新村四街坊,https://shanghai.anjuke.com/community/view/990431,31.250908,121.57946
166,恒大小区,https://shanghai.anjuke.com/community/view/990200,31.175593,121.516064
167,香山新村东北街坊,https://shanghai.anjuke.com/community/view/990093,31.24832,121.576499
168,绿地东岸涟城(公寓),https://shanghai.anjuke.com/community/view/877146,30.888172,121.924922
169,金桥智汇公馆,https://shanghai.anjuke.com/community/view/868529,31.278365,121.62308
170,金桥湾清水苑(三期),https://shanghai.anjuke.com/community/view/866584,31.26752,121.601065
171,博士后公寓,https://shanghai.anjuke.com/community/view/866445,31.201701,121.590272
172,龙科公寓,https://shanghai.anjuke.com/community/view/819457,31.196597,121.56097
173,合生东郊别墅(二期),https://shanghai.anjuke.com/community/view/817618,31.232138,121.610749
174,东原逸墅,https://shanghai.anjuke.com/community/view/787564,31.063855,121.780993
175,九龙仓滨江壹十八,https://shanghai.anjuke.com/community/view/778669,31.219603,121.523175
176,美容新村,https://shanghai.anjuke.com/community/view/658248,31.045144,121.844057
177,中邦大都会,https://shanghai.anjuke.com/community/view/655073,31.142312,121.579567
178,仁恒东郊花园,https://shanghai.anjuke.com/community/view/654505,31.231517,121.677003
179,益丰新村,https://shanghai.anjuke.com/community/view/651013,31.203062,121.63823
180,金群苑(南区),https://shanghai.anjuke.com/community/view/635099,31.293189,121.677286
181,莲康苑,https://shanghai.anjuke.com/community/view/628018,31.177888,121.569533
182,千汇苑三村,https://shanghai.anjuke.com/community/view/617247,31.118728,121.770492
183,长青教师公寓,https://shanghai.anjuke.com/community/view/615399,31.179958,121.493662
184,陆家嘴花园(二期),https://shanghai.anjuke.com/community/view/565225,31.23704,121.548848
185,东方城市花园(一期),https://shanghai.anjuke.com/community/view/544616,31.208798,121.527162
186,星晓家园,https://shanghai.anjuke.com/community/view/489801,31.283927,121.682235
187,金葵新城(西区),https://shanghai.anjuke.com/community/view/467222,31.246021,121.634069
188,尚东鼎,https://shanghai.anjuke.com/community/view/407483,31.165084,121.519504
189,张江汤臣豪园二期,https://shanghai.anjuke.com/community/view/394660,31.206734,121.604177
190,东郊壹号,https://shanghai.anjuke.com/community/view/370176,31.227787,121.606699
191,凯德嘉博名邸,https://shanghai.anjuke.com/community/view/370155,31.191588,121.528805
192,天之骄子创业公寓,https://shanghai.anjuke.com/community/view/370139,31.220548,121.634355
193,大华锦绣华城十五街区,https://shanghai.anjuke.com/community/view/363548,31.181731,121.533971
194,保利林语溪,https://shanghai.anjuke.com/community/view/217807,31.137586,121.543716
195,金领国际,https://shanghai.anjuke.com/community/view/189900,31.260882,121.687568
196,天和湖滨家园,https://shanghai.anjuke.com/community/view/188470,31.184552,121.760502
197,双秀家园,https://shanghai.anjuke.com/community/view/114454,31.129381,121.571094
198,高科西路2847弄小区,https://shanghai.anjuke.com/community/view/63604,31.195741,121.563557
199,东升家园(西区),https://shanghai.anjuke.com/community/view/7975,31.027277,121.609085
200,云二小区,https://shanghai.anjuke.com/community/view/5403,31.181376,121.514761
201,中大丽都,https://shanghai.anjuke.com/community/view/1704,31.278536,121.595529
202,东方吉苑,https://shanghai.anjuke.com/community/view/1637,31.168359,121.511973
203,银泰花园,https://shanghai.anjuke.com/community/view/393,31.244695,121.584549
204,百富达公寓,https://shanghai.anjuke.com/community/view/348,31.224752,121.525027
205,翠竹苑,https://shanghai.anjuke.com/community/view/292,31.147865,121.526427
206,四季雅苑(公寓),https://shanghai.anjuke.com/community/view/246,31.223406,121.576406
207,仕嘉名苑,https://shanghai.anjuke.com/community/view/144,31.218283,121.537413
208,新昌里公寓,https://shanghai.anjuke.com/community/view/44,31.181876,121.517695
209,澳丽花苑,https://shanghai.anjuke.com/community/view/42,31.213139,121.524887
210,蔚蓝海岸天科苑,https://shanghai.anjuke.com/community/view/7,31.226164,121.524514
211,高南新村,https://shanghai.anjuke.com/community/view/1026126,31.347508,121.590971
212,日月光水岸花园(公寓),https://shanghai.anjuke.com/community/view/1025878,31.220854,121.630134
213,宜浩佳园,https://shanghai.anjuke.com/community/view/1025768,30.907298,121.920515
214,印象生活广场,https://shanghai.anjuke.com/community/view/1013889,31.120971,121.599756
215,罗山三村,https://shanghai.anjuke.com/community/view/990416,31.25695,121.568383
216,梅园五街坊,https://shanghai.anjuke.com/community/view/990144,31.237927,121.535752
217,雪野二村,https://shanghai.anjuke.com/community/view/990069,31.187465,121.504787
218,禹州蓝爵,https://shanghai.anjuke.com/community/view/911098,31.262811,121.616925
219,金沁苑(北区),https://shanghai.anjuke.com/community/view/907862,31.088833,121.605094
220,香茗苑,https://shanghai.anjuke.com/community/view/877173,30.959171,121.902492
221,盛大天地青春里,https://shanghai.anjuke.com/community/view/868531,31.179022,121.609861
222,仁恒森兰雅苑(一期公寓),https://shanghai.anjuke.com/community/view/868484,31.305043,121.597257
223,中芯花园(西区公寓),https://shanghai.anjuke.com/community/view/866875,31.222826,121.625082
224,士韵家园(三期),https://shanghai.anjuke.com/community/view/866776,31.129481,121.504507
225,玉兰香苑(二期A区),https://shanghai.anjuke.com/community/view/821333,31.201671,121.635966
226,香梅花园(二期),https://shanghai.anjuke.com/community/view/821083,31.21643,121.542839
227,绿地香颂(公寓),https://shanghai.anjuke.com/community/view/819607,31.137141,121.539021
228,陆家嘴金融城人才公寓东区,https://shanghai.anjuke.com/community/view/819528,31.207003,121.54186
229,森兰名轩,https://shanghai.anjuke.com/community/view/819047,31.294903,121.597483
230,高科苑,https://shanghai.anjuke.com/community/view/817099,31.195939,121.599974
231,德川新苑,https://shanghai.anjuke.com/community/view/801499,31.200351,121.67492
232,同康苑,https://shanghai.anjuke.com/community/view/725173,31.126283,121.511315
233,浦东朝阳新村,https://shanghai.anjuke.com/community/view/647415,30.978188,121.747385
234,城林雅苑,https://shanghai.anjuke.com/community/view/620217,31.133691,121.514616
235,爵仕悦,https://shanghai.anjuke.com/community/view/583253,31.174943,121.513513
236,大唐盛世花园(一期),https://shanghai.anjuke.com/community/view/565239,31.214777,121.562788
237,金玉佳苑,https://shanghai.anjuke.com/community/view/487474,30.974832,121.753993
238,南新西园,https://shanghai.anjuke.com/community/view/406743,31.334382,121.588222
239,大华锦绣华城十四街区,https://shanghai.anjuke.com/community/view/394702,31.178773,121.531721
240,大华锦绣华城十二街区,https://shanghai.anjuke.com/community/view/394701,31.188557,121.547533
241,万富轩,https://shanghai.anjuke.com/community/view/357989,31.169335,121.518924
242,荷风翠庭,https://shanghai.anjuke.com/community/view/357773,30.915276,121.813404
243,万科清林径,https://shanghai.anjuke.com/community/view/343504,31.031737,121.662871
244,长泰东郊御园,https://shanghai.anjuke.com/community/view/286752,31.030102,121.596956
245,中凌东港苑,https://shanghai.anjuke.com/community/view/263533,31.374076,121.550233
246,亲和源,https://shanghai.anjuke.com/community/view/224262,31.144934,121.623933
247,百欣苑,https://shanghai.anjuke.com/community/view/202486,31.17639,121.758401
248,东丰林居,https://shanghai.anjuke.com/community/view/200933,31.102826,121.586888
249,保利金爵公寓,https://shanghai.anjuke.com/community/view/189907,31.209415,121.66046
250,金东名苑(东区),https://shanghai.anjuke.com/community/view/176003,31.263291,121.593113
251,秀康新城达城家园,https://shanghai.anjuke.com/community/view/174113,31.12943,121.605532
252,沈默花苑,https://shanghai.anjuke.com/community/view/173468,31.118101,121.582874
253,连城苑,https://shanghai.anjuke.com/community/view/12830,31.265149,121.591695
254,中邦城市,https://shanghai.anjuke.com/community/view/7734,31.141285,121.577845
255,宁怡苑,https://shanghai.anjuke.com/community/view/7731,31.144436,121.617942
256,香楠小区(西区),https://shanghai.anjuke.com/community/view/6050,31.222099,121.622767
257,陆凌新村,https://shanghai.anjuke.com/community/view/6018,31.353876,121.568754
258,芳华路229弄小区,https://shanghai.anjuke.com/community/view/5966,31.201868,121.561216
259,洪高小区,https://shanghai.anjuke.com/community/view/5817,31.181285,121.505105
260,川新小区,https://shanghai.anjuke.com/community/view/5783,31.176311,121.516032
261,世华锦城,https://shanghai.anjuke.com/community/view/3350,31.166959,121.506605
262,通昌苑,https://shanghai.anjuke.com/community/view/2664,31.25853,121.571038
263,聚龙家园,https://shanghai.anjuke.com/community/view/2600,31.202733,121.57545
264,春晖苑,https://shanghai.anjuke.com/community/view/2330,31.349592,121.594139
265,今达花园,https://shanghai.anjuke.com/community/view/2310,31.263712,121.587204
266,东方知音苑,https://shanghai.anjuke.com/community/view/1681,31.264635,121.581279
267,碧海现代苑,https://shanghai.anjuke.com/community/view/984,31.258438,121.607106
268,金桥名都,https://shanghai.anjuke.com/community/view/911,31.260656,121.602754
269,证大家园(一期),https://shanghai.anjuke.com/community/view/291,31.287737,121.607109
270,博爱家园,https://shanghai.anjuke.com/community/view/288,31.190768,121.518363
271,海怡花园,https://shanghai.anjuke.com/community/view/278,31.238451,121.537461
272,浦江茗园,https://shanghai.anjuke.com/community/view/266,31.246755,121.519652
273,碧云花园,https://shanghai.anjuke.com/community/view/265,31.248061,121.592011
274,上南翡翠,https://shanghai.anjuke.com/community/view/86,31.155814,121.501911
275,中星海上景庭,https://shanghai.anjuke.com/community/view/39,31.245443,121.554999
276,盛世年华,https://shanghai.anjuke.com/community/view/32,31.234437,121.545667
277,东方冠郡,https://shanghai.anjuke.com/community/view/1026172,31.034834,121.659773
278,黄山始信苑,https://shanghai.anjuke.com/community/view/1026072,31.263492,121.577782
279,岭南苑,https://shanghai.anjuke.com/community/view/1025957,31.148146,121.498114
280,颐景园,https://shanghai.anjuke.com/community/view/1025769,31.064004,121.767032
281,浦凌佳苑,https://shanghai.anjuke.com/community/view/1016356,31.364791,121.538416
282,凤凰大厦服务公寓,https://shanghai.anjuke.com/community/view/995169,31.249137,121.592656
283,蓝高小区,https://shanghai.anjuke.com/community/view/990440,31.216809,121.53473
284,东陆新村六街坊,https://shanghai.anjuke.com/community/view/990242,31.284716,121.603249
285,梅园四街坊,https://shanghai.anjuke.com/community/view/990142,31.239002,121.531759
286,梅园二街坊,https://shanghai.anjuke.com/community/view/990139,31.24275,121.529749
287,晶耀名邸,https://shanghai.anjuke.com/community/view/944555,31.159641,121.482359
288,嘉宝前滩后院,https://shanghai.anjuke.com/community/view/915051,31.160784,121.519255
289,万科翡翠滨江(二期),https://shanghai.anjuke.com/community/view/877182,31.254064,121.548222
290,汇福家园兴盛里(南区),https://shanghai.anjuke.com/community/view/877050,31.102131,121.613409
291,宏港苑,https://shanghai.anjuke.com/community/view/875449,31.041039,121.848214
292,众城商厦,https://shanghai.anjuke.com/community/view/862220,31.213605,121.523108
293,潍坊六村,https://shanghai.anjuke.com/community/view/862199,31.228186,121.529777
294,颐谷北苑,https://shanghai.anjuke.com/community/view/821059,31.106442,121.609091
295,证大家园(五期),https://shanghai.anjuke.com/community/view/820525,31.288414,121.599302
296,鹤沙航城东茗苑(东区),https://shanghai.anjuke.com/community/view/817600,31.080466,121.61113
297,地杰国际城D街坊,https://shanghai.anjuke.com/community/view/817479,31.166717,121.581223
298,凯佳公寓(一期),https://shanghai.anjuke.com/community/view/794426,31.181643,121.704209
299,幸福里,https://shanghai.anjuke.com/community/view/794276,31.244725,121.694652
300,沪航公寓,https://shanghai.anjuke.com/community/view/751551,31.034119,121.602063
301,中骏柏景湾,https://shanghai.anjuke.com/community/view/730621,31.123964,121.551953
302,传说99,https://shanghai.anjuke.com/community/view/725211,31.21776,121.565399
303,新高苑雅园,https://shanghai.anjuke.com/community/view/639030,31.298415,121.629863
304,阳光欧洲城蔷薇绅邻,https://shanghai.anjuke.com/community/view/627837,31.277726,121.618174
305,汇福家园兴盛里(北区),https://shanghai.anjuke.com/community/view/619183,31.103817,121.612259
306,仁和都市花园,https://shanghai.anjuke.com/community/view/611758,31.159916,121.583248
307,绿城上海御园,https://shanghai.anjuke.com/community/view/607019,31.298712,121.596142
308,浦三路732弄小区,https://shanghai.anjuke.com/community/view/595088,31.190989,121.524301
309,桃园新城汇枫公寓,https://shanghai.anjuke.com/community/view/581152,31.096603,121.589678
310,宏港苑,https://shanghai.anjuke.com/community/view/574876,31.039132,121.849872
311,心圆东苑,https://shanghai.anjuke.com/community/view/558575,31.179256,121.698565
312,鹤兴苑,https://shanghai.anjuke.com/community/view/528492,31.201303,121.708528
313,亭园新村,https://shanghai.anjuke.com/community/view/487712,30.957411,121.905911
314,金地艺华年,https://shanghai.anjuke.com/community/view/396663,31.047385,121.590067
315,新城碧翠,https://shanghai.anjuke.com/community/view/370240,31.312325,121.589891
316,古北御庭,https://shanghai.anjuke.com/community/view/370201,31.205437,121.555426
317,永业小区(北区),https://shanghai.anjuke.com/community/view/312280,31.271942,121.619868
318,南新东园,https://shanghai.anjuke.com/community/view/307131,31.336111,121.593678
319,东港花苑三村,https://shanghai.anjuke.com/community/view/231936,31.115236,121.771265
320,三林新村,https://shanghai.anjuke.com/community/view/207708,31.142843,121.5112
321,沪一小区,https://shanghai.anjuke.com/community/view/130167,31.27584,121.59053
322,凯德新视界,https://shanghai.anjuke.com/community/view/126397,30.967299,121.816218
323,聚航苑,https://shanghai.anjuke.com/community/view/117431,31.030973,121.586185
324,翔川家园(南区),https://shanghai.anjuke.com/community/view/114304,31.189065,121.701536
325,华高一村,https://shanghai.anjuke.com/community/view/15120,31.286534,121.620695
326,兰城小区,https://shanghai.anjuke.com/community/view/14144,31.270975,121.586507
327,高东馨苑,https://shanghai.anjuke.com/community/view/12702,31.33369,121.624979
328,明纶园,https://shanghai.anjuke.com/community/view/7682,31.151985,121.570615
329,汇通新村,https://shanghai.anjuke.com/community/view/7679,31.053165,121.757189
330,培花久远公寓,https://shanghai.anjuke.com/community/view/5758,31.201887,121.566705
331,巨西小区,https://shanghai.anjuke.com/community/view/5532,31.245751,121.552035
332,金桥新城,https://shanghai.anjuke.com/community/view/2656,31.267901,121.616271
333,情谊苑,https://shanghai.anjuke.com/community/view/2122,31.204025,121.698176
334,广兰名苑,https://shanghai.anjuke.com/community/view/1915,31.209245,121.626824
335,水清木华公寓,https://shanghai.anjuke.com/community/view/1713,31.23097,121.56732
336,景宏嘉园,https://shanghai.anjuke.com/community/view/1661,31.243475,121.563453
